{'SQL:  select count(*) from singer\n', 'Question 1:  How many singers do we have ? ||| concert_singer\n'}
{'Question 672:  What are the names of poker players in descending order of earnings ? ||| poker_player\n', 'SQL:  select t1.name from people as t1 join poker_player as t2 on t1.people_id  =  t2.people_id order by t2.earnings desc\n'}
{'SQL:  select t1.name from people as t1 join poker_player as t2 on t1.people_id  =  t2.people_id order by t2.earnings desc\n', 'Question 673:  Return the names of poker players sorted by their earnings descending . ||| poker_player\n'}
{'SQL:  select nationality ,  count(*) from people group by nationality\n', 'Question 674:  What are different nationalities of people and the corresponding number of people from each nation ? ||| poker_player\n'}
{'Question 675:  How many people are there of each nationality ? ||| poker_player\n', 'SQL:  select nationality ,  count(*) from people group by nationality\n'}
{'SQL:  select nationality from people group by nationality order by count(*) desc limit 1\n', 'Question 676:  What is the most common nationality of people ? ||| poker_player\n'}
{'SQL:  select nationality from people group by nationality order by count(*) desc limit 1\n', 'Question 677:  Give the nationality that is most common across all people . ||| poker_player\n'}
{'SQL:  select nationality from people group by nationality having count(*)  >=  2\n', 'Question 678:  What are the nationalities that are shared by at least two people ? ||| poker_player\n'}
{'Question 679:  Return the nationalities for which there are two or more people . ||| poker_player\n', 'SQL:  select nationality from people group by nationality having count(*)  >=  2\n'}
{'Question 680:  List the names and birth dates of people in ascending alphabetical order of name . ||| poker_player\n', 'SQL:  select name ,  birth_date from people order by name asc\n'}
{'Question 681:  What are the names and birth dates of people , ordered by their names in alphabetical order ? ||| poker_player\n', 'SQL:  select name ,  birth_date from people order by name asc\n'}
{'SQL:  select name from people where nationality != "russia"\n', "Question 682:  Show names of people whose nationality is not `` Russia '' . ||| poker_player\n"}
{'SQL:  select name from people where nationality != "russia"\n', 'Question 683:  What are the names of people who are not from Russia ? ||| poker_player\n'}
{'SQL:  select name from people where people_id not in (select people_id from poker_player)\n', 'Question 684:  List the names of people that are not poker players . ||| poker_player\n'}
{'SQL:  select name from people where people_id not in (select people_id from poker_player)\n', 'Question 685:  What are the names of people who do not play poker ? ||| poker_player\n'}
{'Question 686:  How many distinct nationalities are there ? ||| poker_player\n', 'SQL:  select count(distinct nationality) from people\n'}
{'SQL:  select count(distinct nationality) from people\n', 'Question 687:  Count the number of different nationalities . ||| poker_player\n'}
{'Question 688:  How many states are there ? ||| voter_1\n', 'SQL:  select count(*) from area_code_state\n'}
{'SQL:  select contestant_number ,  contestant_name from contestants order by contestant_name desc\n', 'Question 689:  List the contestant numbers and names , ordered by contestant name descending . ||| voter_1\n'}
{'SQL:  select vote_id ,  phone_number ,  state from votes\n', 'Question 690:  List the vote ids , phone numbers and states of all votes . ||| voter_1\n'}
{'Question 691:  What are the maximum and minimum values of area codes ? ||| voter_1\n', 'SQL:  select max(area_code) ,  min(area_code) from area_code_state\n'}
{"SQL:  select max(created) from votes where state  =  'ca'\n", "Question 692:  What is last date created of votes from the state 'CA ' ? ||| voter_1\n"}
{"Question 693:  What are the names of the contestants whose names are not 'Jessie Alloway ' ||| voter_1\n", "SQL:  select contestant_name from contestants where contestant_name != 'jessie alloway'\n"}
{'SQL:  select distinct state ,  created from votes\n', 'Question 694:  What are the distinct states and create time of all votes ? ||| voter_1\n'}
{'SQL:  select t1.contestant_number , t1.contestant_name from contestants as t1 join votes as t2 on t1.contestant_number  =  t2.contestant_number group by t1.contestant_number having count(*)  >=  2\n', 'Question 695:  What are the contestant numbers and names of the contestants who had at least two votes ? ||| voter_1\n'}
{'Question 696:  Of all the contestants who got voted , what is the contestant number and name of the contestant who got least votes ? ||| voter_1\n', 'SQL:  select t1.contestant_number , t1.contestant_name from contestants as t1 join votes as t2 on t1.contestant_number  =  t2.contestant_number group by t1.contestant_number order by count(*) asc limit 1\n'}
{"Question 697:  What are the number of votes from state 'NY ' or 'CA ' ? ||| voter_1\n", "SQL:  select count(*) from votes where state  =  'ny' or state  =  'ca'\n"}
{'Question 698:  How many contestants did not get voted ? ||| voter_1\n', 'SQL:  select count(*) from contestants where contestant_number not in ( select contestant_number from votes )\n'}
{'SQL:  select t1.area_code from area_code_state as t1 join votes as t2 on t1.state  =  t2.state group by t1.area_code order by count(*) desc limit 1\n', 'Question 699:  What is the area code in which the most voters voted ? ||| voter_1\n'}
{"Question 700:  What are the create dates , states , and phone numbers of the votes that were for the contestant named 'Tabatha Gehling ' ? ||| voter_1\n", "SQL:  select t2.created ,  t2.state ,  t2.phone_number from contestants as t1 join votes as t2 on t1.contestant_number  =  t2.contestant_number where t1.contestant_name  =  'tabatha gehling'\n"}
{"SQL:  select t3.area_code from contestants as t1 join votes as t2 on t1.contestant_number  =  t2.contestant_number join area_code_state as t3 on t2.state  =  t3.state where t1.contestant_name  =  'tabatha gehling' intersect select t3.area_code from contestants as t1 join votes as t2 on t1.contestant_number  =  t2.contestant_number join area_code_state as t3 on t2.state  =  t3.state where t1.contestant_name  =  'kelly clauss'\n", "Question 701:  List the area codes in which voters voted both for the contestant 'Tabatha Gehling ' and the contestant 'Kelly Clauss ' . ||| voter_1\n"}
{'SQL:  select contestant_name from contestants where contestant_name like "%al%"\n', "Question 702:  Return the names of the contestants whose names contain the substring 'Al' . ||| voter_1\n"}
{'SQL:  select name from country where indepyear  >  1950\n', 'Question 703:  What are the names of all the countries that became independent after 1950 ? ||| world_1\n'}
{'SQL:  select name from country where indepyear  >  1950\n', 'Question 704:  Give the names of the nations that were founded after 1950 . ||| world_1\n'}
{'SQL:  select count(*) from country where governmentform  =  "republic"\n', 'Question 705:  How many countries have a republic as their form of government ? ||| world_1\n'}
{'Question 706:  How many countries have governments that are republics ? ||| world_1\n', 'SQL:  select count(*) from country where governmentform  =  "republic"\n'}
{'SQL:  select sum(surfacearea) from country where region  =  "caribbean"\n', 'Question 707:  What is the total surface area of the countries in the Caribbean region ? ||| world_1\n'}
{'SQL:  select sum(surfacearea) from country where region  =  "caribbean"\n', 'Question 708:  How much surface area do the countires in the Carribean cover together ? ||| world_1\n'}
{'Question 709:  Which continent is Anguilla in ? ||| world_1\n', 'SQL:  select continent from country where name  =  "anguilla"\n'}
{'Question 710:  What is the continent name which Anguilla belongs to ? ||| world_1\n', 'SQL:  select continent from country where name  =  "anguilla"\n'}
{'Question 711:  Which region is the city Kabul located in ? ||| world_1\n', 'SQL:  select region from country as t1 join city as t2 on t1.code  =  t2.countrycode where t2.name  =  "kabul"\n'}
{'Question 712:  What region is Kabul in ? ||| world_1\n', 'SQL:  select region from country as t1 join city as t2 on t1.code  =  t2.countrycode where t2.name  =  "kabul"\n'}
{'Question 713:  Which language is the most popular in Aruba ? ||| world_1\n', 'SQL:  select t2.language from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t1.name  =  "aruba" order by percentage desc limit 1\n'}
{'Question 714:  What language is predominantly spoken in Aruba ? ||| world_1\n', 'SQL:  select t2.language from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t1.name  =  "aruba" order by percentage desc limit 1\n'}
{'SQL:  select population ,  lifeexpectancy from country where name  =  "brazil"\n', 'Question 715:  What are the population and life expectancies in Brazil ? ||| world_1\n'}
{'SQL:  select population ,  lifeexpectancy from country where name  =  "brazil"\n', 'Question 716:  Give me Brazil’s population and life expectancies . ||| world_1\n'}
{'SQL:  select population ,  region from country where name  =  "angola"\n', 'Question 717:  What are the region and population of Angola ? ||| world_1\n'}
{'SQL:  select population ,  region from country where name  =  "angola"\n', 'Question 718:  What region does Angola belong to and what is its population ? ||| world_1\n'}
{'Question 719:  What is the average expected life expectancy for countries in the region of Central Africa ? ||| world_1\n', 'SQL:  select avg(lifeexpectancy) from country where region  =  "central africa"\n'}
{'Question 720:  How long is the people’s average life expectancy in Central Africa ? ||| world_1\n', 'SQL:  select avg(lifeexpectancy) from country where region  =  "central africa"\n'}
{'SQL:  select name from country where continent  =  "asia" order by lifeexpectancy limit 1\n', 'Question 721:  What is the name of country that has the shortest life expectancy in Asia ? ||| world_1\n'}
{'Question 722:  Give the name of the country in Asia with the lowest life expectancy . ||| world_1\n', 'SQL:  select name from country where continent  =  "asia" order by lifeexpectancy limit 1\n'}
